TYPENAME,,0LayerPattern,,Pattern,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,0D21BEA4-49E7-6540-B94C-D1E43AF83602,,0LayerPattern_2D-Cascading Fourths,,0LayerPattern_2D,,Cascading Fourths,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_CascadingFourthsBond,1,"(G+L,4*(G+H))",Width,"(0,0),Module1,L,H","((1/4)*(G+L),G+H),Module1,L,H","((2/4)*(G+L),2*(G+H)),Module1,L,H","((3/4)*(G+L),3*(G+H)),Module1,L,H",,,,,,,,,,,,
,,1E4A034C-6BAA-5F49-B04F-4DA670AAD331,,0LayerPattern_2D-Flemish Bond,,0LayerPattern_2D,,Flemish Bond,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_FlemishBond,1,"(2G+L+W,2*(G+H))",Width,"(G/2,G/2),Module1,L,H","((3/2)*G+L,G/2),Module1,W,H","((1/2)*(G+L)-W/2,(3/2)*G+H),Module1,W,H","((1/2)*(G+L)+W/2+G,(3/2)*G+H),Module1,L,H",,,,,,,,,,,,
,,B2D5506F-E998-EE4D-AE73-EDD0949B24EC,,0LayerPattern_2D-English Bond,,0LayerPattern_2D,,English Bond,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_EnglishBond,1,"(G+L,2*(G+H))",Width,"(G/2,G/2),Module1,L,H","((1/2)*(G+L)-W/2,(3/2)*G+H),Module1,W,H","(G+L-W/2,(3/2)*G+H),Module1,W,H",,,,,,,,,,,,,
,,23E9F8A0-050E-194A-A78F-D37A8C59A5A9,,0LayerPattern_2D-Common Bond,,0LayerPattern_2D,,Common Bond,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_CommonBond,1,"(G+L,6*(G+H))",Width,"(G/2,G/2),Module1,L,H","(G/2,(3/2)*G+H),Module1,L,H","(G/2,(5/2)*G+2*H),Module1,L,H","(G/2,(7/2)*G+3*H),Module1,L,H","(G/2,(9/2)*G+4*H),Module1,L,H","((1/2)*(G+L)-W/2,(11/2)*G+5*H),Module1,W,H","(G+L-W/2,(11/2)*G+5*H),Module1,W,H",,,,,,,,,
PRESET,,CA2B7E69-079D-F64B-AECC-88DF07361C17,,0LayerPattern_2D-Basketweave (2:1),,0LayerPattern_2D,,Basketweave (2:1),/Game/ShoppingData/CraftingIcons/Patterns/Patterns_BasketweaveBond2x2,1,"(3G+L+2W,3G+L+2W)",Width,"(G/2,G/2),Module1,L,W","(G/2,(3/2)*G+W),Module1,L,W","((3/2)*G+L,G/2),Module1,W,L","((5/2)*G+L+W,G/2),Module1,W,L","(G/2,(5/2)*G+2*W),Module1,W,L","((3/2)*G+W,(5/2)*G+2*W),Module1,W,L","((5/2)*G+2*W,(3/2)*G+L),Module1,L,W","((5/2)*G+2*W,(5/2)*G+L+W),Module1,L,W",,,,,,,,
PRESET,,7AF63DEE-3CAA-BE49-97E9-DDDAB6B7F213,,0LayerPattern_2D-Basketweave (2:1 Trio),,0LayerPattern_2D,,Basketweave (2:1 Trio),/Game/ShoppingData/CraftingIcons/Patterns/Patterns_BasketweaveBond3x3,1,"(3G+2W+L,2G+L+W)",Width,"(0,0),Module1,W,L","(G+W,0),Module1,W,L","(2G+2W,0),Module1,L,W","(2G+2W,G+W),Module1,W,L","(3G+3W,G+W),Module1,W,L","(0,L+G),Module1,L,W",,,,,,,,,,
PRESET,,690410DD-A215-3541-989C-5E4238C641A7,,0LayerPattern_2D-Pinwheel,,0LayerPattern_2D,,Pinwheel,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_PinwheelBond,1,"(2G+L+W,2G+L+W)",Width,"(G/2,G/2),Module1,L,W","((3/2)*G+L,G/2),Module1,W,L","(G/2,(3/2)*G+W),Module1,W,L","((3/2)*G+W,(3/2)*G+L),Module1,L,W","((3/2)*G+W,(3/2)*G+W),Module1,L-W-G,L-W-G",,,,,,,,,,,
PRESET,,55BB0312-F086-904C-9A81-5CA2ABA8C3B9,,0LayerPattern_2D-Herringbone (2:1),,0LayerPattern_2D,,Herringbone (2:1),/Game/ShoppingData/CraftingIcons/Patterns/Patterns_HerringboneBond2to1,1,"(4G+4W,4G+4W)",Width,"(G/2,G/2),Module1,W,L","((3/2)*G+W,(1/2)*G),Module1,L,W","((3/2)*G+W,(3/2)*G+W),Module1,W,L","((5/2)*G+2*W,(3/2)*G+W),Module1,L,W","((5/2)*G+2*W,(5/2)*G+2*W),Module1,W,L","((7/2)*G+3*W,(5/2)*G+2*W),Module1,L,W","((7/2)*G+3*W,(7/2)*G+3*W),Module1,W,L","((9/2)*G+4*W,(7/2)*G+3*W),Module1,L,W",,,,,,,,
PRESET,,B828BD20-527F-3249-B096-9484C4547238,,0LayerPattern_2D-Paired Herringbone (4:1),,0LayerPattern_2D,,Paired Herringbone (4:1),/Game/ShoppingData/CraftingIcons/Patterns/Patterns_HerringboneBond2to1,1,"(8G+8W,8G+8W)",Width,"((1/2)*G,2*G),Module1,W,L","((3/2)*G+W,2*G),Module1,W,L","(4*G+2*W,(1/2)*G),Module1,L,W","(4*G+2*W,(3/2)*G+W),Module1,L,W","((5/2)*G+2*W,4*G+2*W),Module1,W,L","((7/2)*G+3*W,4*G+2*W),Module1,W,L","(6*G+4*W,(5/2)*G+2*W),Module1,L,W","(6*G+4*W,(7/2)*G+3*W),Module1,L,W","((9/2)*G+4*W,6*G+4*W),Module1,W,L","((11/2)*G+5*W,6*G+4*W),Module1,W,L","(8*G+6*W,(9/2)*G+4*W),Module1,L,W","(8*G+6*W,(11/2)*G+5*W),Module1,L,W","((13/2)*G+6*W,8*G+6*W),Module1,W,L","((15/2)*G+7*W,8*G+6*W),Module1,W,L","(2*G,(13/2)*G+6*W),Module1,L,W","(2*G,(15/2)*G+7*W),Module1,L,W"
PRESET,,A95D3CC7-603B-A149-9CFA-945C275BE0AF,,0LayerPattern_2D-Random Stagger,,0LayerPattern_2D,,Random Stagger,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_RandomStagger,1,"(G+L,5*(G+H))",Width,"(G/2,G/2),Module1,L,H","(G/2+0.25*L,(3/2)*G+H),Module1,L,H","(G/2+0.7*L,(5/2)*G+2*H),Module1,L,H","(G/2+0.85*L,(7/2)*G+3*H),Module1,L,H","(G/2+0.4*L,(9/2)*G+4*H),Module1,L,H",,,,,,,,,,,
PRESET,,95C5A628-AB7C-7D4F-BF20-92B4088FEB0E,,0LayerPattern_2D-Versailles Pattern,,0LayerPattern_2D,,Versailles Pattern,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_VersaillesPattern,1,"(6*(G+L),6*(G+L))",Width,"((3/2)*G+L,G/2),Module1,L,L","((11/2)*G+5*L,G/2),Module1,2*L,2*L","((3/2)*G+L,(3/2)*G+L),Module1,2*L,2*L","((7/2)*G+3*L,(3/2)*G+L),Module1,2*L,L","(G/2,(5/2)*G+2*L),Module1,L,L","((7/2)*G+3*L,(5/2)*G+2*L),Module1,3*L,2*L","(G/2,(7/2)*G+3*L),Module1,2*L,3*L","((5/2)*G+2*L,(7/2)*G+3*L),Module1,L,2*L","((7/2)*G+3*L,(9/2)*G+4*L),Module1,L,L","((9/2)*G+4*L,(9/2)*G+4*L),Module1,2*L,2*L","((5/2)*G+2*L,(11/2)*G+5*L),Module1,2*L,2*L","((9/2)*G+4*L,(13/2)*G+6*L),Module1,L,L",,,,
,,263A52B3-E910-8C4A-B906-A8F42E3E655D,,0LayerPattern_2D-TEST PATTERN,,0LayerPattern_2D,,TEST PATTERN,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_VersaillesPattern,1,"(11*(G+L),6*(G+L))",Width,"((3/2)*G+L,G/2),Module1,L,L","((21/2)*G+5*L,G/2),Module1,2*L,2*L","((3/2)*G+L,(3/2)*G+L),Module1,2*L,2*L","((7/2)*G+3*L,(3/2)*G+L),Module1,2*L,L","(G/2,(5/2)*G+2*L),Module1,L,L","((7/2)*G+3*L,(5/2)*G+2*L),Module1,3*L,2*L","(G/2,(7/2)*G+3*L),Module1,2*L,3*L","((5/2)*G+2*L,(7/2)*G+3*L),Module1,L,2*L","((7/2)*G+3*L,(9/2)*G+4*L),Module1,L,L","((9/2)*G+4*L,(9/2)*G+4*L),Module1,2*L,2*L","((5/2)*G+2*L,(11/2)*G+5*L),Module1,2*L,2*L","((9/2)*G+4*L,(13/2)*G+6*L),Module1,L,L",,,,
PRESET,,25CE7FAC-E2B6-684C-97B3-70B94210DDB7,,0LayerPattern_2D-Random Blocks,,0LayerPattern_2D,,Random Blocks,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_RandomBlocks,1,"(28*L+3*G,17*L+3*G)",Width,"(0,0),Module1,13*L,5*L","(13*L+G,2*L),Module1,9*L,5*L","(22*L+2*G,2*L),Module1,6*L,3*L","(2*L,5*L+G),Module1,5*L,7*L","(7*L+G,5*L+G),Module1,5*L,1*L","(22*L+2*G,5*L+G),Module1,L,L","(23*L+3*G,5*L+G),Module1,6*L,7*L","(7*L+G,6*L+2*G),Module1,8*L,3*L","(15*L+2*G,6*L+2*G),Module1,8*L,3*L","(7*L+G,9*L+3*G),Module1,5*L,7*L","(12*L+2*G,9*L+3*G),Module1,4*L,3*L","(16*L+3*G,9*L+3*G),Module1,6*L,L","(0,12*L+2*G),Module1,7*L,5*L","(16*L+3*G,12*L+2*G),Module1,11*L,7*L","(12*L+2*G,13*L+3*G),Module1,4*L,5*L",
,,F45E9095-B6B7-FA47-9F41-3EAA6133DEFE,,"0LayerPattern_2D-Flemish Bond, 2 Module",,0LayerPattern_2D,,"Flemish Bond, 2 Module",/Game/ShoppingData/CraftingIcons/Patterns/Patterns_FlemishBond2Module,2,"(2G+L+L2,2G+H+H2)",Width,"(G/2,G/2),Module1,L,H","((3/2)*G+L,G/2),Module2,L,H","((1/2)*(G+L)-L2/2,(3/2)*G+H),Module2,L,H","((1/2)*(G+L)+W/2+G,(3/2)*G+H),Module1,L,H",,,,,,,,,,,,
,,9DCF57A5-D677-FB42-BD27-84079818CD96,,"0LayerPattern_2D-Stack Bond, 2 Module",,0LayerPattern_2D,,"Stack Bond, 2 Module",/Game/ShoppingData/CraftingIcons/Patterns/Patterns_StackBond2Module,2,"(2G+L+L2,G+H)",Width,"(G/2,G/2),Module1,L,H","((3/2)*G,(1/2)*G),Module2,L,H",,,,,,,,,,,,,,
PRESET,,35BC0D25-D3CF-D440-9F25-6BAA586570BE,,0LayerPattern_1D-6-Inch O.C.,,0LayerPattern_1D,,6-Inch O.C.,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_6InchOC,1,6,Depth,,,,,,,,,,,,,,,,
PRESET,,8930C82F-22D0-CF4C-A851-C1426A6D3725,,0LayerPattern_1D-12-Inch O.C.,,0LayerPattern_1D,,12-Inch O.C.,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_12InchOC,1,12,Depth,,,,,,,,,,,,,,,,
PRESET,,9030BE96-C8CA-3D4D-97CE-FC51FE75D50E,,0LayerPattern_1D-16-Inch O.C.,,0LayerPattern_1D,,16-Inch O.C.,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_16InchOC,1,16,Depth,,,,,,,,,,,,,,,,
PRESET,,DBEDCEA2-2636-AA45-B5AB-0DEB13EDA877,,0LayerPattern_1D-19.2-Inch O.C.,,0LayerPattern_1D,,19.2-Inch O.C.,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_192InchOC,1,19.2,Depth,,,,,,,,,,,,,,,,
PRESET,,56412CAD-D160-F14B-95A5-F717A72336B9,,0LayerPattern_1D-24-Inch O.C.,,0LayerPattern_1D,,24-Inch O.C.,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_24InchOC,1,24,Depth,,,,,,,,,,,,,,,,
PRESET,,0D2D0906-8F31-254C-A52F-8A5BE216FA64,,0LayerPattern_1D-3 FT O.C.,,0LayerPattern_1D,,3 FT O.C.,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_3FtOC,1,36,Depth,,,,,,,,,,,,,,,,
PRESET,,EEC43D22-1465-5248-9567-C47F664333EF,,0LayerPattern_1D-4 FT O.C.,,0LayerPattern_1D,,4 FT O.C.,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_4FtOC,1,48,Depth,,,,,,,,,,,,,,,,
PRESET,,92500A72-669A-A645-ACFD-2BDB61ED94ED,,0LayerPattern_1D-5 FT O.C.,,0LayerPattern_1D,,5 FT O.C.,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_5FtOC,1,60,Depth,,,,,,,,,,,,,,,,
PRESET,,AB53DC29-B637-0D43-9025-41CD77776DE5,,"0LayerPattern_1D-16-Inch O.C., Staggered",,0LayerPattern_1D,,"16-Inch O.C., Staggered",/Game/ShoppingData/CraftingIcons/Patterns/Patterns_16InchOCStaggered,1,8,Depth,,,,,,,,,,,,,,,,
PRESET,,C95F0EAE-277A-2149-B369-516FBE5B057E,,0LayerPattern_1D-19.2-Inch O.C. Staggered,,0LayerPattern_1D,,19.2-Inch O.C. Staggered,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_192InchOCStaggered,1,9.6,Depth,,,,,,,,,,,,,,,,
,,,,,,0LayerPattern_1D,,24-Inch O.C. Staggered,/Game/ShoppingData/CraftingIcons/Patterns/Patterns_24InchOCStaggered,1,12,Depth,,,,,,,,,,,,,,,,
