1,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,RawMaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Definition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PropertyType,PropertyName,PropertyScope.Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,STRING,Name,Preset.Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PRIVATE,Material Key,Node.MaterialKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PRIVATE,Engine Material File Path,Node.EngineMaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PRIVATE,Texture Tiling Size,Node.TextureTilingSize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Presets,,,,,,1,1,4,1,1,0,1,3,1,1,1,2,2,1,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,1,2,6,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0
20,Grout,Grout,Grout,/Game/ShoppingData/Materials/Grout/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Gypsum,Gypsum,Gypsum,/Game/ShoppingData/Materials/Gypsum/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Gypsum-Moisture-Resistant,"Gypsum, Moisture Resistant",Gypsum-Moisture-Resistant,/Game/ShoppingData/Materials/Gypsum/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Gypsum-Type-X,"Gypsum, Type X",Gypsum-Type-X,/Game/ShoppingData/Materials/Gypsum/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Mortar,Mortar,Mortar,/Game/ShoppingData/Materials/Mortar/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,RammedEarth,Rammed Earth,RammedEarth,/Game/ShoppingData/Materials/RammedEarth/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Sand,Sand,Sand,/Game/ShoppingData/Materials/Sand/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
27,Stone-Terrazzo-Beige-1,"Terrazzo, Beige",Stone-Terrazzo-Beige-1,/Game/ShoppingData/Materials/Stone-Terrazzo-Beige-1/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Stone-Terrazzo-Black-1,"Terrazzo, Black",Stone-Terrazzo-Black-1,/Game/ShoppingData/Materials/Stone-Terrazzo-Black-1/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Carpet-LowProfile,"Carpet, Low-Profile",Carpet-LowProfile,/Game/ShoppingData/Materials/Carpet-LowProfile/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Carpet-MediumProfile,"Carpet, Medium-Profile",Carpet-MediumProfile,/Game/ShoppingData/Materials/Carpet-MediumProfile/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Fabric,Fabric,Fabric,/Game/ShoppingData/Materials/Fabric/SceneUMaterial_Inst.SceneUMaterial_Inst,0.5,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Fabric-Velvet,"Fabric, Velvet",Fabric-Velvet,/Game/ShoppingData/Materials/Fabric-Velvet/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Felt,Felt,Felt,/Game/ShoppingData/Materials/Felt/SceneUMaterial_Inst.SceneUMaterial_Inst,0.5,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Leather-Fine,"Leather, Fine",Leather-Fine,/Game/ShoppingData/Materials/Leather-Fine/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Leather-Grain,"Leather, Grained",Leather-Grain,/Game/ShoppingData/Materials/Leather-Grain/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Leather-Matte,"Leather, Matte",Leather-Matte,/Game/ShoppingData/Materials/Leather-Matte/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Clay,Clay,Clay,/Game/ShoppingData/Materials/Clay/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Porcelain,Porcelain,Porcelain,/Game/ShoppingData/Materials/Porcelain/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Air,Air,Air,/Game/ShoppingData/Materials/Air/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Glass-Block,Glass Block,Glass-Block,/Game/ShoppingData/Materials/Glass-Block/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Glass-BackPainted,"Glass, Back-Painted",Glass-BackPainted,/Game/ShoppingData/Materials/Glass-BackPainted/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Glass-Channel,"Glass, Channel",Glass-Channel,/Game/ShoppingData/Materials/Glass-Channel/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Glass-Clear,"Glass, Clear",Glass-Clear,/Game/ShoppingData/Materials/Glass-Clear/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Glass-Fritted-Dots40,"Glass, Fritted Dots 40%",Glass-Fritted-Dots40,/Game/ShoppingData/Materials/Glass-Fritted-Dots40/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Glass-Fritted-Dots60,"Glass, Fritted Dots 60%",Glass-Fritted-Dots60,/Game/ShoppingData/Materials/Glass-Fritted-Dots60/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Glass-Fritted-Lines10,"Glass, Fritted Lines 10%",Glass-Fritted-Lines10,/Game/ShoppingData/Materials/Glass-Fritted-Lines10/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Glass-Fritted-Lines30,"Glass, Fritted Lines 30%",Glass-Fritted-Lines30,/Game/ShoppingData/Materials/Glass-Fritted-Lines30/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Glass-Frosted,"Glass, Frosted",Glass-Frosted,/Game/ShoppingData/Materials/Glass-Frosted/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Mesh-FlyScreen,Mesh Fly Screen,Mesh-FlyScreen,/Game/ShoppingData/Materials/Mesh-FlyScreen/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Metal-Aluminum-Anodized,"Aluminum, Anodized",Metal-Aluminum-Anodized,/Game/ShoppingData/Materials/Metal-Aluminum-Anodized/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Metal-Aluminum-Brushed,"Aluminum, Brushed",Metal-Aluminum-Brushed,/Game/ShoppingData/Materials/Metal-Aluminum-Brushed/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Metal-Aluminum-PowderCoated,"Aluminum, Powder-Coated",Metal-Aluminum-PowderCoated,/Game/ShoppingData/Materials/Metal-Aluminum-PowderCoated/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Metal-Chrome,Chrome,Metal-Chrome,/Game/ShoppingData/Materials/Metal-Chrome/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Metal-Copper,Copper,Metal-Copper,/Game/ShoppingData/Materials/Metal-Copper/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Metal-Iron-Cast,"Iron, Cast",Metal-Iron-Cast,/Game/ShoppingData/Materials/Metal-Iron-Cast/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Metal-Nickel-Brushed,"Nickel, Brushed",Metal-Nickel-Brushed,/Game/ShoppingData/Materials/Metal-Nickel-Brushed/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Metal-StainlessSteel-Anodized,"Stainless Steel, Anodized",Metal-StainlessSteel-Anodized,/Game/ShoppingData/Materials/Metal-StainlessSteel-Anodized/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Metal-StainlessSteel-Brushed,"Stainless Steel, Brushed",Metal-StainlessSteel-Brushed,/Game/ShoppingData/Materials/Metal-StainlessSteel-Brushed/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Metal-StainlessSteel-PowderCoated,"Stainless Steel, PowderCoated",Metal-StainlessSteel-PowderCoated,/Game/ShoppingData/Materials/Metal-StainlessSteel-PowderCoated/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Metal-Steel-ZincPlated,"Steel, Zinc-Plated",Metal-Steel-ZincPlated,/Game/ShoppingData/Materials/Metal-Steel-ZincPlated/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Metal-Tin,Tin,Metal-Tin,/Game/ShoppingData/Materials/Metal-Tin/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Metal-Zinc-Patinated,"Zinc, Patinated",Metal-Zinc-Patinated,/Game/ShoppingData/Materials/Metal-Zinc-Patinated/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Paint,"Paint, Matte",Paint,/Game/ShoppingData/Materials/Paint-Matte/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Plaster,Plaster,Plaster,/Game/ShoppingData/Materials/Plaster/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,DrainageBoard,Drainage Board,DrainageBoard,/Game/ShoppingData/Materials/DrainageBoard/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Foam-ExtrudedPolystyrene,"Foam, Extruded Polystyrene",Foam-ExtrudedPolystyrene,/Game/ShoppingData/Materials/Foam-ExtrudedPolystyrene/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Foam-Polyethylene,"Foam, Polyethylene",Foam-Polyethylene,/Game/ShoppingData/Materials/Foam-Polyethylene/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Foam-Polyiso,Cream 1,Foam-Polyiso,/Game/ShoppingData/Materials/Foam-Polyiso/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Plastic,Plastic,Plastic,/Game/ShoppingData/Materials/Plastic/SceneUMaterial_Inst.SceneUMaterial_Inst,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
